(0,0.000)
(1,0.000)
(2,0.000)
(3,0.000)
(4,0.000)
(5,0.000)
(6,0.000)
(7,0.000)
(8,0.000)
(9,0.000)
(10,0.000)
(11,0.001)
(12,0.000)
(13,0.000)
(14,0.001)
(15,0.000)
(16,0.000)
(17,0.000)
(18,0.001)
(19,0.001)
(20,0.001)
(21,0.001)
(22,0.001)
(23,0.001)
(24,0.001)
(25,0.001)
(26,0.001)
(27,0.000)
(28,0.000)
(29,0.001)
(30,0.000)
(31,0.001)
(32,0.001)
(33,0.001)
(34,0.001)
(35,0.001)
(36,0.001)
(37,0.001)
(38,0.001)
(39,0.001)
(40,0.001)
(41,0.001)
(42,0.001)
(43,0.002)
(44,0.001)
(45,0.002)
(46,0.001)
(47,0.002)
(48,0.001)
(49,0.002)
(50,0.002)
(51,0.002)
(52,0.002)
(53,0.002)
(54,0.002)
(55,0.002)
(56,0.002)
(57,0.002)
(58,0.003)
(59,0.002)
(60,0.002)
(61,0.003)
(62,0.002)
(63,0.002)
(64,0.002)
(65,0.003)
(66,0.003)
(67,0.003)
(68,0.003)
(69,0.003)
(70,0.003)
(71,0.003)
(72,0.004)
(73,0.003)
(74,0.003)
(75,0.003)
(76,0.004)
(77,0.004)
(78,0.004)
(79,0.004)
(80,0.005)
(81,0.004)
(82,0.004)
(83,0.004)
(84,0.005)
(85,0.005)
(86,0.004)
(87,0.005)
(88,0.005)
(89,0.006)
(90,0.005)
(91,0.005)
(92,0.005)
(93,0.005)
(94,0.006)
(95,0.006)
(96,0.006)
(97,0.006)
(98,0.007)
(99,0.006)
(100,0.007)
(101,0.006)
(102,0.007)
(103,0.007)
(104,0.007)
(105,0.007)
(106,0.007)
(107,0.008)
(108,0.008)
(109,0.008)
(110,0.008)
(111,0.008)
(112,0.008)
(113,0.008)
(114,0.008)
(115,0.009)
(116,0.008)
(117,0.009)
(118,0.008)
(119,0.008)
(120,0.010)
(121,0.009)
(122,0.009)
(123,0.009)
(124,0.009)
(125,0.010)
(126,0.010)
(127,0.010)
(128,0.010)
(129,0.010)
(130,0.011)
(131,0.010)
(132,0.011)
(133,0.011)
(134,0.011)
(135,0.011)
(136,0.011)
(137,0.011)
(138,0.011)
(139,0.012)
(140,0.012)
(141,0.012)
(142,0.013)
(143,0.013)
(144,0.013)
(145,0.012)
(146,0.013)
(147,0.014)
(148,0.013)
(149,0.013)
(150,0.014)
(151,0.015)
(152,0.014)
(153,0.014)
(154,0.015)
(155,0.015)
(156,0.014)
(157,0.015)
(158,0.015)
(159,0.015)
(160,0.016)
(161,0.016)
(162,0.015)
(163,0.016)
(164,0.016)
(165,0.016)
(166,0.017)
(167,0.017)
(168,0.018)
(169,0.018)
(170,0.018)
(171,0.017)
(172,0.018)
(173,0.019)
(174,0.019)
(175,0.019)
(176,0.019)
(177,0.020)
(178,0.019)
(179,0.019)
(180,0.019)
(181,0.019)
(182,0.020)
(183,0.020)
(184,0.020)
(185,0.020)
(186,0.021)
(187,0.020)
(188,0.021)
(189,0.022)
(190,0.021)
(191,0.022)
(192,0.022)
(193,0.022)
(194,0.023)
(195,0.023)
(196,0.023)
(197,0.023)
(198,0.023)
(199,0.024)
(200,0.023)
(201,0.023)
(202,0.024)
(203,0.024)
(204,0.024)
(205,0.025)
(206,0.025)
(207,0.026)
(208,0.025)
(209,0.026)
(210,0.026)
(211,0.031)
(212,0.026)
(213,0.027)
(214,0.027)
(215,0.027)
(216,0.027)
(217,0.028)
(218,0.028)
(219,0.027)
(220,0.028)
(221,0.029)
(222,0.029)
(223,0.030)
(224,0.030)
(225,0.030)
(226,0.030)
(227,0.031)
(228,0.031)
(229,0.031)
(230,0.031)
(231,0.031)
(232,0.031)
(233,0.032)
(234,0.032)
(235,0.032)
(236,0.034)
(237,0.034)
(238,0.034)
(239,0.033)
(240,0.034)
(241,0.034)
(242,0.033)
(243,0.034)
(244,0.035)
(245,0.036)
(246,0.036)
(247,0.036)
(248,0.036)
(249,0.036)
(250,0.036)
(251,0.037)
(252,0.037)
(253,0.038)
(254,0.037)
(255,0.039)
(256,0.039)
(257,0.039)
(258,0.040)
(259,0.039)
(260,0.040)
(261,0.040)
(262,0.041)
(263,0.041)
(264,0.042)
(265,0.042)
(266,0.042)
(267,0.043)
(268,0.043)
(269,0.043)
(270,0.043)
(271,0.045)
(272,0.045)
(273,0.045)
(274,0.046)
(275,0.046)
(276,0.046)
(277,0.046)
(278,0.047)
(279,0.047)
(280,0.048)
(281,0.048)
(282,0.048)
(283,0.048)
(284,0.048)
(285,0.048)
(286,0.048)
(287,0.049)
(288,0.049)
(289,0.049)
(290,0.050)
(291,0.051)
(292,0.052)
(293,0.052)
(294,0.052)
(295,0.053)
(296,0.052)
(297,0.054)
(298,0.054)
(299,0.054)
(300,0.055)
(301,0.058)
(302,0.056)
(303,0.056)
(304,0.057)
(305,0.058)
(306,0.059)
(307,0.059)
(308,0.059)
(309,0.060)
(310,0.060)
(311,0.060)
(312,0.060)
(313,0.061)
(314,0.061)
(315,0.062)
(316,0.063)
(317,0.062)
(318,0.063)
(319,0.064)
(320,0.064)
(321,0.065)
(322,0.065)
(323,0.065)
(324,0.066)
(325,0.066)
(326,0.066)
(327,0.068)
(328,0.067)
(329,0.068)
(330,0.068)
(331,0.068)
(332,0.069)
(333,0.069)
(334,0.070)
(335,0.070)
(336,0.070)
(337,0.071)
(338,0.072)
(339,0.072)
(340,0.072)
(341,0.072)
(342,0.073)
(343,0.073)
(344,0.073)
(345,0.074)
(346,0.074)
(347,0.074)
(348,0.075)
(349,0.076)
(350,0.076)
(351,0.076)
(352,0.076)
(353,0.076)
(354,0.077)
(355,0.080)
(356,0.077)
(357,0.077)
(358,0.078)
(359,0.078)
(360,0.087)
(361,0.080)
(362,0.080)
(363,0.080)
(364,0.080)
(365,0.080)
(366,0.080)
(367,0.081)
(368,0.091)
(369,0.081)
(370,0.082)
(371,0.082)
(372,0.080)
(373,0.082)
(374,0.085)
(375,0.084)
(376,0.084)
(377,0.092)
(378,0.085)
(379,0.085)
(380,0.084)
(381,0.084)
(382,0.090)
(383,0.086)
(384,0.087)
(385,0.085)
(386,0.088)
(387,0.087)
(388,0.095)
(389,0.089)
(390,0.088)
(391,0.090)
(392,0.094)
(393,0.091)
(394,0.091)
(395,0.091)
(396,0.093)
(397,0.092)
(398,0.093)
(399,0.097)
(400,0.095)
(401,0.096)
(402,0.096)
(403,0.096)
(404,0.097)
(405,0.098)
(406,0.099)
(407,0.099)
(408,0.099)
(409,0.100)
(410,0.100)
(411,0.101)
(412,0.102)
(413,0.102)
(414,0.102)
(415,0.103)
(416,0.102)
(417,0.102)
(418,0.103)
(419,0.104)
(420,0.104)
(421,0.105)
(422,0.105)
(423,0.106)
(424,0.108)
(425,0.108)
(426,0.109)
(427,0.109)
(428,0.108)
(429,0.109)
(430,0.110)
(431,0.110)
(432,0.111)
(433,0.112)
(434,0.113)
(435,0.115)
(436,0.111)
(437,0.112)
(438,0.113)
(439,0.113)
(440,0.114)
(441,0.114)
(442,0.115)
(443,0.115)
(444,0.117)
(445,0.118)
(446,0.119)
(447,0.118)
(448,0.119)
(449,0.119)
(450,0.118)
(451,0.119)
(452,0.119)
(453,0.120)
(454,0.121)
(455,0.121)
(456,0.122)
(457,0.122)
(458,0.123)
(459,0.123)
(460,0.123)
(461,0.125)
(462,0.125)
(463,0.126)
(464,0.126)
(465,0.126)
(466,0.129)
(467,0.128)
(468,0.127)
(469,0.128)
(470,0.129)
(471,0.129)
(472,0.131)
(473,0.131)
(474,0.132)
(475,0.133)
(476,0.133)
(477,0.133)
(478,0.134)
(479,0.134)
(480,0.135)
(481,0.136)
(482,0.136)
(483,0.137)
(484,0.138)
(485,0.138)
(486,0.140)
(487,0.140)
(488,0.141)
(489,0.141)
(490,0.143)
(491,0.143)
(492,0.144)
(493,0.145)
(494,0.150)
(495,0.147)
(496,0.148)
(497,0.149)
(498,0.149)
(499,0.150)
(500,0.150)
(501,0.150)
(502,0.152)
(503,0.152)
(504,0.153)
(505,0.154)
(506,0.154)
(507,0.155)
(508,0.156)
(509,0.156)
(510,0.156)
(511,0.156)
(512,0.158)
(513,0.157)
(514,0.159)
(515,0.159)
(516,0.160)
(517,0.160)
(518,0.161)
(519,0.159)
(520,0.161)
(521,0.161)
(522,0.163)
(523,0.164)
(524,0.165)
(525,0.165)
(526,0.165)
(527,0.167)
(528,0.167)
(529,0.169)
(530,0.169)
(531,0.169)
(532,0.170)
(533,0.172)
(534,0.172)
